#  X_0 = X0p674487; Z_0 = Z0p015513
#  Age    M/Msun     logT  logL/Ls   logg    Mv     U-B    B-V    V-R    V-I    J-K    H-K    V-K
#  age(Gyr)= 0.001
  13.0000 0.7596347  3.7252 -0.3121  4.4817  5.702  0.388  0.759  0.437  0.819  0.510  0.073  1.894
  13.0000 0.7656017  3.7282 -0.2868  4.4718  5.631  0.360  0.746  0.432  0.810  0.502  0.072  1.865
  13.0000 0.7719158  3.7311 -0.2600  4.4600  5.557  0.334  0.733  0.426  0.802  0.493  0.071  1.836
  13.0000 0.7783251  3.7339 -0.2324  4.4471  5.480  0.310  0.721  0.421  0.794  0.484  0.070  1.808
  13.0000 0.7846638  3.7366 -0.2045  4.4338  5.403  0.287  0.709  0.416  0.785  0.475  0.069  1.779
  13.0000 0.7910433  3.7393 -0.1760  4.4195  5.325  0.265  0.698  0.411  0.777  0.466  0.068  1.750
  13.0000 0.7975134  3.7419 -0.1466  4.4040  5.245  0.244  0.687  0.405  0.768  0.457  0.067  1.722
  13.0000 0.8042002  3.7444 -0.1160  4.3868  5.162  0.223  0.676  0.400  0.759  0.449  0.065  1.697
  13.0000 0.8111810  3.7467 -0.0841  4.3679  5.077  0.204  0.666  0.395  0.751  0.441  0.064  1.674
  13.0000 0.8185931  3.7487 -0.0506  4.3465  4.988  0.187  0.657  0.390  0.743  0.434  0.063  1.653
  13.0000 0.8258244  3.7505 -0.0158  4.3226  4.897  0.173  0.649  0.386  0.736  0.428  0.062  1.634
  13.0000 0.8328218  3.7520  0.0205  4.2960  4.803  0.161  0.643  0.382  0.729  0.423  0.061  1.618
  13.0000 0.8396361  3.7531  0.0580  4.2666  4.706  0.152  0.638  0.380  0.725  0.419  0.060  1.606
  13.0000 0.8464334  3.7537  0.0966  4.2339  4.608  0.149  0.635  0.378  0.722  0.417  0.060  1.600
  13.0000 0.8529975  3.7536  0.1357  4.1976  4.510  0.151  0.636  0.378  0.722  0.417  0.060  1.601
  13.0000 0.8589021  3.7524  0.1728  4.1588  4.420  0.162  0.642  0.381  0.727  0.421  0.061  1.612
  13.0000 0.8637046  3.7501  0.2042  4.1206  4.346  0.184  0.653  0.387  0.736  0.428  0.063  1.635
  13.0000 0.8673521  3.7470  0.2284  4.0859  4.292  0.210  0.667  0.394  0.748  0.437  0.065  1.666
  13.0000 0.8699911  3.7435  0.2456  4.0560  4.257  0.240  0.684  0.401  0.761  0.449  0.067  1.702
  13.0000 0.8719444  3.7398  0.2575  4.0300  4.236  0.271  0.701  0.409  0.774  0.460  0.069  1.740
  13.0000 0.8734967  3.7360  0.2664  4.0067  4.224  0.301  0.718  0.416  0.785  0.473  0.070  1.780
  13.0000 0.8747150  3.7321  0.2727  3.9855  4.218  0.334  0.736  0.423  0.796  0.486  0.071  1.819
  13.0000 0.8757437  3.7282  0.2777  3.9655  4.215  0.369  0.755  0.430  0.807  0.497  0.072  1.858
  13.0000 0.8766237  3.7243  0.2820  3.9460  4.214  0.405  0.774  0.436  0.817  0.507  0.074  1.895
  13.0000 0.8774094  3.7204  0.2864  3.9264  4.213  0.441  0.792  0.443  0.828  0.517  0.075  1.931
  13.0000 0.8781452  3.7165  0.2917  3.9060  4.208  0.478  0.809  0.450  0.838  0.525  0.076  1.960
  13.0000 0.8788438  3.7127  0.2985  3.8840  4.201  0.513  0.825  0.458  0.851  0.533  0.077  1.993
  13.0000 0.8795419  3.7089  0.3081  3.8596  4.190  0.548  0.841  0.466  0.864  0.543  0.078  2.028
  13.0000 0.8802758  3.7052  0.3221  3.8313  4.168  0.579  0.855  0.475  0.879  0.553  0.080  2.063
  13.0000 0.8810364  3.7018  0.3413  3.7988  4.134  0.608  0.867  0.485  0.895  0.563  0.081  2.099
  13.0000 0.8818160  3.6988  0.3661  3.7623  4.085  0.632  0.877  0.494  0.910  0.573  0.082  2.130
  13.0000 0.8826124  3.6963  0.3968  3.7223  4.018  0.652  0.885  0.500  0.920  0.582  0.083  2.154
  13.0000 0.8833827  3.6944  0.4309  3.6808  3.940  0.666  0.890  0.506  0.929  0.589  0.084  2.172
  13.0000 0.8841144  3.6929  0.4671  3.6390  3.855  0.675  0.894  0.511  0.937  0.594  0.085  2.185
  13.0000 0.8848047  3.6917  0.5046  3.5972  3.766  0.682  0.897  0.515  0.944  0.598  0.085  2.195
  13.0000 0.8854499  3.6907  0.5424  3.5556  3.676  0.688  0.899  0.519  0.950  0.602  0.086  2.204
  13.0000 0.8860576  3.6898  0.5806  3.5141  3.584  0.692  0.901  0.522  0.955  0.605  0.086  2.210
  13.0000 0.8866363  3.6890  0.6188  3.4727  3.491  0.700  0.906  0.524  0.958  0.608  0.087  2.217
  13.0000 0.8871811  3.6882  0.6573  3.4315  3.397  0.709  0.910  0.525  0.960  0.609  0.087  2.223
  13.0000 0.8876881  3.6873  0.6954  3.3899  3.304  0.719  0.915  0.527  0.963  0.611  0.087  2.230
  13.0000 0.8881609  3.6865  0.7338  3.3486  3.210  0.728  0.920  0.528  0.966  0.613  0.088  2.236
  13.0000 0.8885998  3.6856  0.7719  3.3070  3.118  0.738  0.925  0.530  0.969  0.615  0.088  2.244
  13.0000 0.8890092  3.6846  0.8099  3.2653  3.026  0.749  0.931  0.532  0.972  0.617  0.089  2.252
  13.0000 0.8893871  3.6835  0.8475  3.2235  2.936  0.761  0.937  0.534  0.976  0.619  0.089  2.261
  13.0000 0.8897384  3.6824  0.8852  3.1816  2.845  0.772  0.943  0.537  0.979  0.622  0.090  2.270
  13.0000 0.8900608  3.6811  0.9223  3.1396  2.758  0.786  0.950  0.540  0.984  0.625  0.091  2.282
  13.0000 0.8903612  3.6799  0.9596  3.0976  2.669  0.800  0.957  0.542  0.988  0.628  0.091  2.292
  13.0000 0.8906376  3.6786  0.9965  3.0556  2.582  0.814  0.964  0.545  0.993  0.631  0.092  2.305
  13.0000 0.8908928  3.6772  1.0332  3.0135  2.496  0.830  0.971  0.548  0.999  0.635  0.093  2.318
  13.0000 0.8911271  3.6758  1.0699  2.9714  2.409  0.846  0.979  0.551  1.003  0.638  0.093  2.331
  13.0000 0.8913439  3.6744  1.1064  2.9292  2.324  0.863  0.986  0.554  1.008  0.642  0.094  2.345
  13.0000 0.8915460  3.6729  1.1426  2.8871  2.240  0.882  0.994  0.556  1.012  0.646  0.094  2.361
  13.0000 0.8917333  3.6713  1.1785  2.8450  2.157  0.901  1.002  0.560  1.018  0.650  0.095  2.377
  13.0000 0.8919081  3.6697  1.2143  2.8029  2.075  0.920  1.010  0.563  1.024  0.655  0.095  2.394
  13.0000 0.8920694  3.6680  1.2496  2.7608  1.995  0.940  1.020  0.567  1.031  0.660  0.096  2.413
  13.0000 0.8922208  3.6663  1.2850  2.7187  1.915  0.961  1.029  0.571  1.039  0.665  0.097  2.432
  13.0000 0.8923600  3.6646  1.3203  2.6767  1.836  0.981  1.038  0.576  1.047  0.670  0.098  2.451
  13.0000 0.8924916  3.6628  1.3550  2.6347  1.759  1.003  1.048  0.581  1.056  0.675  0.099  2.472
  13.0000 0.8926175  3.6610  1.3901  2.5927  1.682  1.024  1.058  0.586  1.065  0.681  0.100  2.493
  13.0000 0.8927378  3.6592  1.4247  2.5508  1.607  1.046  1.068  0.592  1.075  0.687  0.101  2.516
  13.0000 0.8928576  3.6573  1.4592  2.5089  1.532  1.068  1.079  0.599  1.086  0.693  0.103  2.539
  13.0000 0.8929926  3.6556  1.4944  2.4669  1.456  1.090  1.089  0.605  1.097  0.698  0.104  2.561
  13.0000 0.8932414  3.6563  1.4939  2.4701  1.453  1.083  1.086  0.602  1.093  0.696  0.104  2.552
  13.0000 0.8933583  3.6573  1.4807  2.4874  1.479  1.072  1.081  0.599  1.086  0.692  0.103  2.539
  13.0000 0.8934466  3.6554  1.5149  2.4456  1.406  1.095  1.092  0.605  1.098  0.699  0.104  2.563
  13.0000 0.8935337  3.6534  1.5489  2.4038  1.334  1.118  1.103  0.613  1.111  0.706  0.106  2.589
  13.0000 0.8936179  3.6515  1.5834  2.3619  1.261  1.142  1.116  0.623  1.127  0.713  0.109  2.613
  13.0000 0.8936954  3.6495  1.6168  2.3203  1.193  1.167  1.129  0.635  1.146  0.721  0.113  2.640
  13.0000 0.8937680  3.6475  1.6508  2.2786  1.123  1.191  1.141  0.646  1.163  0.729  0.116  2.666
  13.0000 0.8938362  3.6455  1.6844  2.2369  1.055  1.216  1.154  0.657  1.181  0.736  0.119  2.694
  13.0000 0.8939007  3.6435  1.7179  2.1953  0.988  1.241  1.167  0.668  1.199  0.744  0.122  2.723
  13.0000 0.8939616  3.6415  1.7516  2.1536  0.921  1.265  1.179  0.678  1.216  0.752  0.125  2.752
  13.0000 0.8940181  3.6394  1.7847  2.1121  0.856  1.290  1.192  0.689  1.235  0.760  0.128  2.783
  13.0000 0.8940711  3.6373  1.8179  2.0706  0.792  1.316  1.205  0.699  1.252  0.768  0.131  2.814
  13.0000 0.8941210  3.6352  1.8510  2.0291  0.728  1.341  1.218  0.709  1.270  0.776  0.134  2.847
  13.0000 0.8941666  3.6330  1.8838  1.9878  0.667  1.367  1.231  0.719  1.288  0.784  0.136  2.881
  13.0000 0.8942100  3.6309  1.9166  1.9464  0.605  1.393  1.244  0.728  1.306  0.792  0.139  2.915
  13.0000 0.8942507  3.6287  1.9493  1.9050  0.545  1.419  1.257  0.738  1.324  0.801  0.141  2.950
  13.0000 0.8942888  3.6265  1.9817  1.8638  0.481  1.450  1.270  0.744  1.336  0.808  0.142  2.982
  13.0000 0.8943248  3.6243  2.0143  1.8225  0.417  1.482  1.284  0.751  1.348  0.815  0.143  3.014
  13.0000 0.8943581  3.6221  2.0464  1.7814  0.357  1.512  1.297  0.758  1.361  0.823  0.144  3.048
  13.0000 0.8943894  3.6198  2.0785  1.7403  0.298  1.542  1.310  0.765  1.377  0.831  0.145  3.085
  13.0000 0.8944190  3.6176  2.1105  1.6993  0.242  1.571  1.323  0.773  1.393  0.840  0.147  3.124
  13.0000 0.8944467  3.6153  2.1424  1.6582  0.187  1.599  1.336  0.781  1.411  0.848  0.148  3.164
  13.0000 0.8944729  3.6130  2.1741  1.6173  0.135  1.627  1.350  0.790  1.431  0.857  0.151  3.208
  13.0000 0.8944962  3.6107  2.2062  1.5762  0.084  1.653  1.362  0.799  1.452  0.866  0.153  3.251
  13.0000 0.8945189  3.6084  2.2376  1.5355  0.037  1.679  1.376  0.808  1.475  0.875  0.156  3.299
  13.0000 0.8945406  3.6061  2.2695  1.4944 -0.011  1.703  1.389  0.818  1.498  0.884  0.159  3.346
  13.0000 0.8945611  3.6038  2.3011  1.4536 -0.056  1.727  1.402  0.828  1.524  0.894  0.162  3.396
  13.0000 0.8945804  3.6014  2.3324  1.4128 -0.102  1.754  1.417  0.840  1.550  0.905  0.167  3.445
  13.0000 0.8945990  3.5992  2.3645  1.3718 -0.159  1.785  1.437  0.855  1.576  0.917  0.172  3.485
  13.0000 0.8946161  3.5968  2.3955  1.3311 -0.207  1.814  1.456  0.871  1.605  0.930  0.178  3.531
  13.0000 0.8946313  3.5945  2.4275  1.2901 -0.254  1.841  1.473  0.886  1.635  0.942  0.183  3.580
  13.0000 0.8946445  3.5921  2.4583  1.2496 -0.293  1.865  1.490  0.901  1.668  0.955  0.189  3.635
  13.0000 0.8946590  3.5897  2.4896  1.2089 -0.329  1.886  1.505  0.916  1.703  0.967  0.194  3.693
  13.0000 0.8946728  3.5873  2.5209  1.1681 -0.362  1.905  1.519  0.930  1.739  0.978  0.199  3.755
  13.0000 0.8946857  3.5849  2.5516  1.1277 -0.388  1.921  1.533  0.944  1.778  0.990  0.205  3.823
  13.0000 0.8946979  3.5825  2.5822  1.0873 -0.409  1.935  1.546  0.958  1.819  1.002  0.210  3.895
  13.0000 0.8947093  3.5799  2.6122  1.0472 -0.423  1.945  1.557  0.972  1.863  1.014  0.216  3.974
  13.0000 0.8947201  3.5774  2.6422  1.0071 -0.433  1.952  1.568  0.986  1.909  1.026  0.221  4.056
  13.0000 0.8947302  3.5748  2.6716  0.9673 -0.436  1.956  1.578  0.999  1.957  1.037  0.227  4.145
  13.0000 0.8947400  3.5723  2.7017  0.9272 -0.417  1.945  1.586  1.011  2.018  1.046  0.234  4.255
  13.0000 0.8947490  3.5696  2.7302  0.8879 -0.381  1.929  1.595  1.022  2.087  1.055  0.241  4.380
  13.0000 0.8947579  3.5671  2.7601  0.8479 -0.358  1.917  1.605  1.033  2.150  1.064  0.248  4.495
  13.0000 0.8947661  3.5644  2.7891  0.8083 -0.331  1.905  1.615  1.043  2.212  1.074  0.254  4.612
  13.0000 0.8947737  3.5617  2.8175  0.7691 -0.303  1.893  1.624  1.054  2.274  1.084  0.260  4.729
  13.0000 0.8947813  3.5591  2.8469  0.7294 -0.284  1.883  1.633  1.063  2.332  1.094  0.265  4.838
  13.0000 0.8947883  3.5564  2.8749  0.6903 -0.258  1.869  1.640  1.073  2.391  1.105  0.270  4.953
  13.0000 0.8947950  3.5537  2.9031  0.6513 -0.234  1.853  1.645  1.083  2.449  1.116  0.275  5.066
  13.0000 0.8948015  3.5510  2.9314  0.6121 -0.212  1.834  1.648  1.092  2.506  1.127  0.279  5.177
  13.0000 0.8948073  3.5481  2.9579  0.5741 -0.179  1.808  1.647  1.103  2.566  1.139  0.284  5.296
  13.0000 0.8948130  3.5452  2.9849  0.5357 -0.149  1.778  1.643  1.113  2.623  1.152  0.288  5.412
  13.0000 0.8948184  3.5424  3.0118  0.4974 -0.122  1.732  1.625  1.118  2.678  1.166  0.290  5.528
  13.0000 0.8948235  3.5395  3.0381  0.4595 -0.095  1.674  1.598  1.120  2.732  1.181  0.291  5.643
  13.0000 0.8948284  3.5365  3.0639  0.4219 -0.063  1.610  1.570  1.126  2.787  1.196  0.294  5.761
  13.0000 0.8948332  3.5337  3.0912  0.3834 -0.035  1.546  1.544  1.135  2.841  1.209  0.297  5.877
  13.0000 0.8948377  3.5307  3.1169  0.3458  0.008  1.477  1.516  1.149  2.902  1.222  0.301  6.004
  13.0000 0.8948418  3.5278  3.1415  0.3093  0.063  1.406  1.489  1.168  2.969  1.234  0.306  6.140
  13.0000 0.8948464  3.5251  3.1698  0.2703  0.110  1.344  1.467  1.193  3.037  1.245  0.311  6.274
  13.0000 0.8948496  3.5218  3.1906  0.2362  0.236  1.286  1.446  1.232  3.132  1.258  0.321  6.472
 
#  age(Gyr)=14.000
  14.0000 0.1588977  3.5093 -2.4610  5.0871 13.222  1.336  1.528  1.248  2.691  0.858  0.262  5.009
  14.0000 0.1663735  3.5102 -2.4233  5.0734 13.109  1.331  1.523  1.242  2.676  0.857  0.259  4.987
  14.0000 0.1741705  3.5113 -2.3858  5.0599 12.995  1.325  1.517  1.235  2.661  0.856  0.257  4.964
  14.0000 0.1823110  3.5124 -2.3484  5.0467 12.881  1.319  1.511  1.229  2.645  0.855  0.255  4.940
  14.0000 0.1905923  3.5136 -2.3114  5.0338 12.765  1.312  1.505  1.221  2.627  0.855  0.252  4.913
  14.0000 0.1990398  3.5150 -2.2749  5.0216 12.647  1.304  1.498  1.213  2.606  0.854  0.250  4.882
  14.0000 0.2082527  3.5161 -2.2378  5.0089 12.532  1.297  1.493  1.206  2.589  0.853  0.247  4.856
  14.0000 0.2172207  3.5177 -2.2020  4.9976 12.413  1.288  1.485  1.197  2.566  0.853  0.244  4.822
  14.0000 0.2272026  3.5190 -2.1653  4.9857 12.299  1.281  1.479  1.191  2.548  0.852  0.241  4.797
  14.0000 0.2369576  3.5206 -2.1299  4.9748 12.183  1.271  1.472  1.183  2.527  0.852  0.237  4.765
  14.0000 0.2473456  3.5221 -2.0942  4.9641 12.068  1.262  1.464  1.175  2.506  0.852  0.233  4.735
  14.0000 0.2589782  3.5235 -2.0576  4.9528 11.958  1.254  1.458  1.170  2.490  0.852  0.229  4.714
  14.0000 0.2698363  3.5253 -2.0231  4.9433 11.843  1.243  1.450  1.162  2.467  0.851  0.225  4.680
  14.0000 0.2811186  3.5271 -1.9888  4.9342 11.723  1.233  1.445  1.151  2.441  0.850  0.221  4.637
  14.0000 0.2923286  3.5291 -1.9555  4.9259 11.600  1.223  1.441  1.140  2.410  0.849  0.216  4.586
  14.0000 0.3047939  3.5310 -1.9213  4.9172 11.476  1.214  1.439  1.129  2.382  0.847  0.213  4.538
  14.0000 0.3183304  3.5329 -1.8875  4.9101 11.350  1.204  1.438  1.117  2.351  0.846  0.209  4.483
  14.0000 0.3296065  3.5347 -1.8528  4.8976 11.214  1.200  1.445  1.106  2.319  0.845  0.207  4.420
  14.0000 0.3404890  3.5367 -1.8194  4.8863 11.082  1.191  1.448  1.093  2.284  0.844  0.205  4.356
  14.0000 0.3517295  3.5389 -1.7872  4.8769 10.945  1.181  1.453  1.078  2.245  0.842  0.202  4.281
  14.0000 0.3623701  3.5412 -1.7558  4.8677 10.804  1.171  1.459  1.062  2.202  0.840  0.201  4.198
  14.0000 0.3728669  3.5435 -1.7246  4.8582 10.659  1.161  1.468  1.045  2.156  0.838  0.200  4.108
  14.0000 0.3828269  3.5459 -1.6941  4.8489 10.528  1.154  1.470  1.030  2.117  0.836  0.198  4.038
  14.0000 0.3923513  3.5485 -1.6643  4.8398 10.406  1.151  1.469  1.016  2.081  0.834  0.196  3.976
  14.0000 0.4017270  3.5510 -1.6347  4.8306 10.286  1.149  1.467  1.003  2.047  0.832  0.194  3.919
  14.0000 0.4108489  3.5536 -1.6055  4.8214 10.171  1.150  1.464  0.990  2.013  0.830  0.192  3.867
  14.0000 0.4197646  3.5562 -1.5766  4.8123 10.060  1.153  1.460  0.979  1.982  0.828  0.190  3.819
  14.0000 0.4285208  3.5588 -1.5480  4.8032  9.953  1.159  1.456  0.968  1.953  0.826  0.188  3.777
  14.0000 0.4371086  3.5615 -1.5196  4.7941  9.852  1.168  1.450  0.959  1.926  0.824  0.185  3.742
  14.0000 0.4455107  3.5642 -1.4916  4.7852  9.757  1.180  1.444  0.950  1.902  0.822  0.183  3.713
  14.0000 0.4537234  3.5669 -1.4639  4.7764  9.668  1.195  1.436  0.943  1.880  0.820  0.180  3.692
  14.0000 0.4617479  3.5697 -1.4365  4.7677  9.586  1.215  1.428  0.938  1.862  0.818  0.177  3.680
  14.0000 0.4695965  3.5725 -1.4095  4.7592  9.512  1.238  1.418  0.934  1.847  0.816  0.174  3.676
  14.0000 0.4773159  3.5753 -1.3827  4.7509  9.429  1.256  1.409  0.929  1.829  0.814  0.170  3.659
  14.0000 0.4849429  3.5782 -1.3562  4.7426  9.330  1.262  1.402  0.920  1.804  0.811  0.167  3.616
  14.0000 0.4924656  3.5810 -1.3298  4.7344  9.231  1.268  1.395  0.911  1.780  0.808  0.164  3.571
  14.0000 0.4998952  3.5839 -1.3036  4.7262  9.133  1.273  1.387  0.903  1.756  0.805  0.160  3.526
  14.0000 0.5072272  3.5868 -1.2777  4.7183  9.035  1.278  1.380  0.895  1.733  0.802  0.157  3.479
  14.0000 0.5144709  3.5898 -1.2520  4.7104  8.936  1.282  1.371  0.887  1.710  0.798  0.153  3.431
  14.0000 0.5216632  3.5927 -1.2263  4.7025  8.838  1.285  1.363  0.880  1.689  0.795  0.149  3.382
  14.0000 0.5288502  3.5956 -1.2007  4.6945  8.740  1.288  1.354  0.872  1.668  0.791  0.145  3.332
  14.0000 0.5359396  3.5986 -1.1752  4.6866  8.642  1.290  1.344  0.865  1.647  0.787  0.141  3.281
  14.0000 0.5428100  3.6016 -1.1504  4.6793  8.545  1.291  1.335  0.858  1.627  0.783  0.137  3.228
  14.0000 0.5494633  3.6046 -1.1260  4.6725  8.454  1.290  1.324  0.848  1.601  0.778  0.134  3.185
  14.0000 0.5559481  3.6077 -1.1022  4.6660  8.365  1.287  1.314  0.836  1.573  0.773  0.130  3.146
  14.0000 0.5623207  3.6108 -1.0785  4.6597  8.278  1.283  1.302  0.823  1.544  0.768  0.126  3.108
  14.0000 0.5686177  3.6139 -1.0550  4.6534  8.192  1.278  1.291  0.809  1.513  0.762  0.123  3.072
  14.0000 0.5747760  3.6170 -1.0319  4.6475  8.108  1.271  1.278  0.795  1.481  0.756  0.120  3.039
  14.0000 0.5807293  3.6202 -1.0093  4.6421  8.027  1.263  1.266  0.779  1.448  0.749  0.116  3.006
  14.0000 0.5864289  3.6234 -0.9874  4.6373  7.948  1.252  1.252  0.762  1.414  0.742  0.113  2.976
  14.0000 0.5919413  3.6267 -0.9660  4.6331  7.872  1.240  1.238  0.745  1.378  0.735  0.110  2.948
  14.0000 0.5973649  3.6300 -0.9449  4.6290  7.796  1.227  1.224  0.729  1.345  0.728  0.108  2.918
  14.0000 0.6027896  3.6332 -0.9238  4.6249  7.720  1.215  1.211  0.716  1.318  0.722  0.106  2.885
  14.0000 0.6081969  3.6365 -0.9027  4.6207  7.644  1.201  1.198  0.703  1.291  0.716  0.104  2.853
  14.0000 0.6135726  3.6398 -0.8816  4.6166  7.570  1.186  1.184  0.691  1.266  0.711  0.103  2.822
  14.0000 0.6188533  3.6431 -0.8609  4.6128  7.497  1.170  1.171  0.680  1.241  0.705  0.102  2.791
  14.0000 0.6240718  3.6464 -0.8403  4.6091  7.425  1.153  1.157  0.669  1.218  0.700  0.101  2.760
  14.0000 0.6292356  3.6497 -0.8199  4.6055  7.355  1.135  1.143  0.658  1.196  0.695  0.101  2.730
  14.0000 0.6343898  3.6530 -0.7994  4.6018  7.285  1.115  1.129  0.648  1.176  0.690  0.101  2.701
  14.0000 0.6395562  3.6563 -0.7789  4.5981  7.211  1.092  1.112  0.635  1.150  0.683  0.100  2.664
  14.0000 0.6447223  3.6596 -0.7584  4.5943  7.135  1.068  1.096  0.621  1.124  0.675  0.099  2.624
  14.0000 0.6498570  3.6630 -0.7379  4.5906  7.060  1.042  1.078  0.607  1.098  0.667  0.098  2.583
  14.0000 0.6549995  3.6663 -0.7174  4.5867  6.983  1.014  1.060  0.593  1.072  0.658  0.097  2.539
  14.0000 0.6601989  3.6696 -0.6966  4.5825  6.906  0.985  1.041  0.578  1.045  0.649  0.096  2.495
  14.0000 0.6654485  3.6728 -0.6756  4.5781  6.828  0.954  1.022  0.563  1.019  0.640  0.094  2.448
  14.0000 0.6707281  3.6761 -0.6545  4.5734  6.748  0.922  1.002  0.548  0.992  0.630  0.093  2.400
  14.0000 0.6760414  3.6794 -0.6332  4.5686  6.673  0.889  0.984  0.536  0.971  0.621  0.092  2.358
  14.0000 0.6813852  3.6826 -0.6117  4.5635  6.600  0.855  0.967  0.525  0.953  0.612  0.090  2.317
  14.0000 0.6867529  3.6859 -0.5901  4.5583  6.528  0.820  0.950  0.515  0.937  0.603  0.089  2.277
  14.0000 0.6921560  3.6891 -0.5682  4.5527  6.456  0.783  0.933  0.506  0.922  0.594  0.087  2.237
  14.0000 0.6976137  3.6923 -0.5461  4.5468  6.385  0.745  0.917  0.498  0.910  0.585  0.086  2.198
  14.0000 0.7031146  3.6955 -0.5237  4.5406  6.315  0.706  0.900  0.491  0.899  0.575  0.084  2.160
  14.0000 0.7086420  3.6986 -0.5011  4.5341  6.245  0.666  0.884  0.485  0.891  0.566  0.083  2.123
  14.0000 0.7142166  3.7018 -0.4782  4.5272  6.176  0.630  0.869  0.478  0.880  0.558  0.081  2.090
  14.0000 0.7198743  3.7049 -0.4549  4.5198  6.107  0.596  0.853  0.471  0.870  0.551  0.080  2.060
  14.0000 0.7256763  3.7080 -0.4308  4.5115  6.038  0.562  0.838  0.465  0.861  0.545  0.079  2.033
  14.0000 0.7315711  3.7110 -0.4063  4.5026  5.968  0.529  0.824  0.460  0.853  0.539  0.078  2.007
  14.0000 0.7373586  3.7140 -0.3819  4.4937  5.900  0.497  0.810  0.455  0.845  0.533  0.077  1.984
  14.0000 0.7428224  3.7171 -0.3583  4.4857  5.835  0.464  0.795  0.450  0.838  0.528  0.076  1.961
  14.0000 0.7479395  3.7203 -0.3356  4.4787  5.774  0.431  0.781  0.446  0.832  0.524  0.075  1.940
  14.0000 0.7529832  3.7235 -0.3129  4.4716  5.709  0.401  0.766  0.440  0.823  0.515  0.074  1.911
  14.0000 0.7581699  3.7266 -0.2895  4.4636  5.642  0.372  0.752  0.434  0.815  0.507  0.072  1.881
  14.0000 0.7637838  3.7295 -0.2641  4.4533  5.571  0.345  0.739  0.429  0.806  0.498  0.071  1.852
  14.0000 0.7697735  3.7323 -0.2370  4.4407  5.496  0.320  0.727  0.424  0.798  0.490  0.070  1.824
  14.0000 0.7759510  3.7350 -0.2086  4.4264  5.418  0.297  0.715  0.419  0.790  0.481  0.070  1.796
  14.0000 0.7821466  3.7376 -0.1795  4.4112  5.338  0.276  0.704  0.414  0.782  0.472  0.069  1.768
  14.0000 0.7884164  3.7401 -0.1497  4.3949  5.257  0.256  0.694  0.409  0.774  0.463  0.068  1.741
  14.0000 0.7949262  3.7425 -0.1187  4.3769  5.174  0.236  0.684  0.404  0.766  0.455  0.067  1.717
  14.0000 0.8018246  3.7446 -0.0863  4.3568  5.087  0.218  0.674  0.399  0.758  0.448  0.066  1.694
  14.0000 0.8087498  3.7465 -0.0523  4.3342  4.998  0.202  0.666  0.395  0.751  0.442  0.064  1.675
  14.0000 0.8154076  3.7482 -0.0170  4.3090  4.906  0.188  0.658  0.391  0.745  0.436  0.063  1.658
  14.0000 0.8219115  3.7495  0.0197  4.2810  4.811  0.178  0.653  0.388  0.739  0.432  0.063  1.644
  14.0000 0.8283808  3.7503  0.0577  4.2497  4.714  0.172  0.649  0.386  0.736  0.429  0.062  1.635
  14.0000 0.8347286  3.7504  0.0965  4.2147  4.616  0.173  0.649  0.386  0.735  0.428  0.062  1.634
  14.0000 0.8405676  3.7495  0.1342  4.1765  4.523  0.182  0.654  0.388  0.739  0.431  0.063  1.642
  14.0000 0.8454928  3.7476  0.1677  4.1378  4.444  0.200  0.663  0.392  0.746  0.436  0.064  1.661
  14.0000 0.8492573  3.7448  0.1940  4.1021  4.384  0.226  0.677  0.399  0.757  0.445  0.066  1.690
  14.0000 0.8519099  3.7413  0.2123  4.0714  4.346  0.255  0.693  0.406  0.769  0.456  0.068  1.724
  14.0000 0.8539145  3.7377  0.2257  4.0444  4.322  0.285  0.709  0.413  0.780  0.468  0.069  1.763
  14.0000 0.8554581  3.7339  0.2355  4.0203  4.307  0.316  0.727  0.420  0.791  0.480  0.071  1.802
  14.0000 0.8567139  3.7301  0.2431  3.9981  4.297  0.350  0.745  0.427  0.802  0.492  0.072  1.840
  14.0000 0.8577396  3.7262  0.2491  3.9772  4.292  0.385  0.763  0.433  0.813  0.503  0.073  1.877
  14.0000 0.8586129  3.7224  0.2543  3.9569  4.288  0.421  0.782  0.440  0.823  0.513  0.074  1.913
  14.0000 0.8594146  3.7185  0.2600  3.9363  4.283  0.458  0.800  0.446  0.833  0.521  0.075  1.945
  14.0000 0.8601285  3.7147  0.2661  3.9152  4.276  0.494  0.817  0.453  0.843  0.528  0.076  1.975
  14.0000 0.8608287  3.7109  0.2742  3.8922  4.267  0.530  0.833  0.461  0.856  0.537  0.078  2.008
  14.0000 0.8615298  3.7071  0.2852  3.8666  4.252  0.563  0.848  0.469  0.870  0.547  0.079  2.043
  14.0000 0.8622408  3.7035  0.3002  3.8375  4.228  0.595  0.862  0.479  0.885  0.557  0.080  2.079
  14.0000 0.8629825  3.7002  0.3206  3.8043  4.192  0.622  0.874  0.488  0.900  0.567  0.081  2.113
  14.0000 0.8637463  3.6974  0.3469  3.7669  4.137  0.647  0.883  0.496  0.913  0.577  0.083  2.142
  14.0000 0.8645071  3.6950  0.3781  3.7268  4.068  0.665  0.890  0.502  0.923  0.585  0.084  2.165
  14.0000 0.8652418  3.6932  0.4127  3.6854  3.989  0.677  0.895  0.508  0.932  0.592  0.085  2.181
  14.0000 0.8659340  3.6918  0.4489  3.6438  3.904  0.686  0.899  0.513  0.940  0.597  0.085  2.194
