#  X_0 = X0p602357; Z_0 = Z0p027643
#  Age    M/Msun     logT  logL/Ls   logg    Mv     U-B    B-V    V-R    V-I    J-K    H-K    V-K
#  age(Gyr)= 0.001
  14.0000 0.8396263  3.5041  3.1291  0.1993  0.995  1.073  1.527  1.657  3.722  1.239  0.356  7.133
  14.0000 0.8396293  3.5010  3.1520  0.1639  1.070  1.046  1.531  1.700  3.800  1.246  0.365  7.274
  14.0000 0.8396332  3.4996  3.1839  0.1265  1.049  1.034  1.531  1.719  3.833  1.250  0.369  7.336
 
#  age(Gyr)=15.000
  15.0000 0.1605791  3.5021 -2.4506  5.0528 13.141  1.134  1.595  1.162  2.711  0.895  0.240  4.952
  15.0000 0.1683133  3.5030 -2.4129  5.0388 13.033  1.133  1.593  1.157  2.696  0.896  0.239  4.934
  15.0000 0.1762219  3.5040 -2.3755  5.0254 12.925  1.132  1.589  1.152  2.680  0.897  0.238  4.912
  15.0000 0.1844097  3.5051 -2.3385  5.0127 12.816  1.130  1.586  1.147  2.662  0.897  0.236  4.888
  15.0000 0.1928441  3.5063 -2.3019  5.0004 12.706  1.129  1.582  1.141  2.645  0.898  0.235  4.864
  15.0000 0.2015798  3.5076 -2.2655  4.9885 12.597  1.129  1.579  1.136  2.628  0.898  0.234  4.842
  15.0000 0.2105240  3.5091 -2.2296  4.9773 12.487  1.130  1.577  1.132  2.613  0.899  0.232  4.821
  15.0000 0.2207329  3.5102 -2.1926  4.9652 12.379  1.131  1.575  1.129  2.602  0.899  0.231  4.807
  15.0000 0.2297000  3.5120 -2.1586  4.9559 12.268  1.133  1.573  1.124  2.585  0.899  0.230  4.784
  15.0000 0.2411038  3.5132 -2.1217  4.9445 12.159  1.135  1.571  1.120  2.573  0.899  0.229  4.767
  15.0000 0.2520767  3.5150 -2.0875  4.9370 12.048  1.136  1.567  1.115  2.553  0.899  0.227  4.739
  15.0000 0.2629654  3.5164 -2.0516  4.9250 11.936  1.138  1.564  1.110  2.534  0.900  0.226  4.713
  15.0000 0.2749750  3.5180 -2.0166  4.9160 11.824  1.139  1.561  1.104  2.512  0.900  0.224  4.682
  15.0000 0.2855531  3.5202 -1.9845  4.9089 11.712  1.141  1.556  1.097  2.486  0.900  0.222  4.645
  15.0000 0.2966902  3.5223 -1.9524  4.9019 11.600  1.144  1.552  1.090  2.462  0.899  0.220  4.610
  15.0000 0.3101807  3.5241 -1.9182  4.8942 11.487  1.147  1.549  1.084  2.440  0.899  0.218  4.579
  15.0000 0.3192228  3.5260 -1.8846  4.8807 11.373  1.151  1.545  1.077  2.416  0.899  0.216  4.545
  15.0000 0.3300673  3.5281 -1.8520  4.8710 11.257  1.156  1.541  1.070  2.390  0.898  0.213  4.507
  15.0000 0.3402827  3.5304 -1.8207  4.8620 11.142  1.161  1.537  1.062  2.361  0.898  0.211  4.466
  15.0000 0.3504649  3.5327 -1.7895  4.8528 11.028  1.166  1.532  1.054  2.332  0.897  0.208  4.424
  15.0000 0.3602613  3.5350 -1.7588  4.8435 10.913  1.173  1.528  1.046  2.302  0.896  0.206  4.382
  15.0000 0.3694421  3.5375 -1.7292  4.8348 10.799  1.180  1.522  1.038  2.270  0.895  0.203  4.336
  15.0000 0.3786615  3.5400 -1.6995  4.8257 10.684  1.187  1.517  1.029  2.239  0.894  0.200  4.289
  15.0000 0.3873815  3.5426 -1.6706  4.8170 10.568  1.196  1.510  1.020  2.205  0.892  0.197  4.239
  15.0000 0.3960597  3.5451 -1.6419  4.8083 10.449  1.204  1.504  1.011  2.169  0.891  0.194  4.186
  15.0000 0.4045119  3.5478 -1.6135  4.7995 10.333  1.214  1.497  1.001  2.133  0.889  0.191  4.134
  15.0000 0.4126714  3.5505 -1.5856  4.7911 10.221  1.224  1.491  0.992  2.100  0.888  0.188  4.084
  15.0000 0.4206592  3.5532 -1.5581  4.7827 10.112  1.234  1.485  0.983  2.068  0.886  0.185  4.038
  15.0000 0.4285341  3.5559 -1.5307  4.7744 10.008  1.242  1.479  0.976  2.041  0.885  0.183  3.997
  15.0000 0.4362619  3.5587 -1.5037  4.7661  9.905  1.252  1.474  0.968  2.013  0.883  0.180  3.956
  15.0000 0.4438636  3.5615 -1.4769  4.7580  9.799  1.262  1.468  0.959  1.983  0.881  0.178  3.911
  15.0000 0.4513449  3.5643 -1.4503  4.7499  9.692  1.272  1.462  0.950  1.952  0.879  0.175  3.864
  15.0000 0.4586847  3.5671 -1.4241  4.7421  9.584  1.283  1.456  0.939  1.919  0.877  0.172  3.814
  15.0000 0.4658608  3.5700 -1.3982  4.7345  9.475  1.295  1.448  0.928  1.884  0.874  0.169  3.762
  15.0000 0.4728870  3.5729 -1.3727  4.7270  9.365  1.306  1.441  0.916  1.849  0.870  0.166  3.708
  15.0000 0.4798022  3.5758 -1.3474  4.7198  9.256  1.316  1.432  0.903  1.814  0.866  0.163  3.654
  15.0000 0.4866136  3.5788 -1.3223  4.7126  9.149  1.326  1.424  0.891  1.779  0.861  0.160  3.602
  15.0000 0.4933318  3.5817 -1.2975  4.7055  9.044  1.333  1.415  0.878  1.745  0.856  0.157  3.550
  15.0000 0.4999971  3.5847 -1.2727  4.6985  8.945  1.339  1.406  0.866  1.713  0.851  0.154  3.501
  15.0000 0.5066387  3.5877 -1.2480  4.6914  8.853  1.344  1.398  0.854  1.683  0.846  0.152  3.455
  15.0000 0.5132203  3.5907 -1.2233  4.6842  8.769  1.347  1.389  0.843  1.656  0.841  0.149  3.412
  15.0000 0.5196635  3.5937 -1.1990  4.6774  8.692  1.348  1.381  0.833  1.630  0.836  0.147  3.371
  15.0000 0.5259091  3.5967 -1.1752  4.6710  8.621  1.348  1.373  0.823  1.605  0.831  0.145  3.332
  15.0000 0.5319679  3.5998 -1.1519  4.6650  8.552  1.347  1.364  0.813  1.581  0.826  0.143  3.294
  15.0000 0.5378985  3.6029 -1.1289  4.6593  8.486  1.345  1.355  0.804  1.559  0.821  0.142  3.258
  15.0000 0.5437437  3.6060 -1.1062  4.6537  8.420  1.341  1.347  0.795  1.538  0.817  0.140  3.224
  15.0000 0.5494896  3.6092 -1.0836  4.6483  8.351  1.338  1.339  0.787  1.518  0.812  0.138  3.192
  15.0000 0.5551419  3.6123 -1.0612  4.6430  8.282  1.334  1.331  0.779  1.499  0.807  0.136  3.162
  15.0000 0.5606977  3.6155 -1.0392  4.6380  8.212  1.329  1.323  0.771  1.482  0.803  0.134  3.133
  15.0000 0.5661480  3.6187 -1.0174  4.6332  8.139  1.324  1.316  0.764  1.465  0.798  0.133  3.105
  15.0000 0.5714883  3.6219 -0.9959  4.6286  8.065  1.319  1.308  0.757  1.448  0.794  0.132  3.078
  15.0000 0.5767474  3.6252 -0.9745  4.6241  7.990  1.312  1.300  0.750  1.432  0.789  0.130  3.050
  15.0000 0.5819522  3.6284 -0.9533  4.6198  7.914  1.305  1.292  0.742  1.414  0.785  0.129  3.020
  15.0000 0.5870822  3.6316 -0.9323  4.6156  7.839  1.297  1.282  0.734  1.396  0.779  0.127  2.989
  15.0000 0.5921431  3.6349 -0.9114  4.6114  7.762  1.287  1.272  0.725  1.376  0.773  0.126  2.956
  15.0000 0.5971509  3.6382 -0.8907  4.6074  7.684  1.274  1.261  0.716  1.355  0.767  0.124  2.919
  15.0000 0.6021195  3.6414 -0.8700  4.6034  7.606  1.259  1.248  0.706  1.332  0.760  0.122  2.880
  15.0000 0.6070470  3.6447 -0.8495  4.5995  7.528  1.243  1.235  0.695  1.309  0.752  0.120  2.840
  15.0000 0.6119481  3.6480 -0.8289  4.5955  7.451  1.226  1.221  0.684  1.285  0.744  0.118  2.799
  15.0000 0.6168512  3.6512 -0.8083  4.5915  7.374  1.206  1.206  0.673  1.262  0.735  0.116  2.757
  15.0000 0.6217832  3.6545 -0.7876  4.5873  7.297  1.186  1.191  0.662  1.239  0.726  0.114  2.716
  15.0000 0.6267430  3.6578 -0.7666  4.5828  7.220  1.164  1.176  0.652  1.217  0.718  0.112  2.675
  15.0000 0.6317243  3.6610 -0.7456  4.5782  7.144  1.140  1.161  0.641  1.195  0.709  0.110  2.634
  15.0000 0.6367125  3.6643 -0.7245  4.5734  7.068  1.116  1.146  0.631  1.172  0.700  0.109  2.593
  15.0000 0.6417171  3.6675 -0.7032  4.5684  6.992  1.091  1.131  0.621  1.151  0.690  0.107  2.553
  15.0000 0.6467868  3.6707 -0.6816  4.5631  6.916  1.063  1.115  0.611  1.130  0.681  0.105  2.513
  15.0000 0.6518913  3.6739 -0.6598  4.5575  6.841  1.034  1.099  0.600  1.110  0.670  0.103  2.472
  15.0000 0.6570026  3.6771 -0.6379  4.5517  6.765  1.005  1.083  0.590  1.090  0.660  0.101  2.432
  15.0000 0.6621447  3.6802 -0.6157  4.5457  6.690  0.974  1.066  0.580  1.069  0.649  0.100  2.392
  15.0000 0.6673094  3.6834 -0.5934  4.5393  6.614  0.942  1.050  0.570  1.050  0.639  0.098  2.353
  15.0000 0.6724866  3.6865 -0.5709  4.5327  6.540  0.910  1.034  0.561  1.031  0.629  0.097  2.315
  15.0000 0.6777280  3.6897 -0.5479  4.5256  6.465  0.878  1.018  0.551  1.013  0.619  0.095  2.278
  15.0000 0.6830502  3.6927 -0.5246  4.5180  6.389  0.845  1.003  0.542  0.996  0.609  0.093  2.241
  15.0000 0.6884150  3.6958 -0.5008  4.5098  6.314  0.813  0.987  0.533  0.980  0.598  0.091  2.205
  15.0000 0.6938040  3.6988 -0.4767  4.5012  6.238  0.782  0.972  0.525  0.964  0.588  0.090  2.170
  15.0000 0.6992084  3.7018 -0.4522  4.4921  6.162  0.750  0.957  0.516  0.948  0.579  0.088  2.136
  15.0000 0.7046571  3.7048 -0.4273  4.4823  6.086  0.719  0.943  0.507  0.933  0.569  0.087  2.103
  15.0000 0.7101402  3.7077 -0.4018  4.4719  6.009  0.689  0.928  0.499  0.919  0.560  0.086  2.071
  15.0000 0.7156682  3.7105 -0.3758  4.4607  5.931  0.660  0.914  0.491  0.905  0.550  0.085  2.039
  15.0000 0.7212499  3.7133 -0.3492  4.4487  5.852  0.632  0.900  0.484  0.891  0.542  0.083  2.009
  15.0000 0.7269776  3.7161 -0.3215  4.4352  5.771  0.606  0.886  0.477  0.878  0.533  0.082  1.980
  15.0000 0.7327625  3.7187 -0.2931  4.4208  5.690  0.580  0.873  0.470  0.866  0.526  0.081  1.952
  15.0000 0.7385107  3.7213 -0.2646  4.4061  5.608  0.556  0.861  0.463  0.854  0.518  0.079  1.924
  15.0000 0.7440420  3.7240 -0.2367  4.3922  5.528  0.531  0.848  0.455  0.843  0.510  0.078  1.897
  15.0000 0.7494156  3.7267 -0.2095  4.3791  5.450  0.507  0.835  0.448  0.831  0.502  0.077  1.868
  15.0000 0.7547615  3.7294 -0.1815  4.3648  5.371  0.484  0.823  0.441  0.820  0.494  0.076  1.842
  15.0000 0.7601906  3.7318 -0.1513  4.3475  5.287  0.463  0.811  0.436  0.809  0.487  0.075  1.817
  15.0000 0.7659682  3.7338 -0.1181  4.3253  5.198  0.446  0.802  0.431  0.801  0.481  0.074  1.798
  15.0000 0.7718148  3.7353 -0.0827  4.2996  5.104  0.433  0.795  0.427  0.794  0.477  0.074  1.782
  15.0000 0.7778021  3.7365 -0.0457  4.2704  5.008  0.425  0.790  0.424  0.790  0.474  0.073  1.771
  15.0000 0.7836810  3.7370 -0.0075  4.2378  4.910  0.422  0.788  0.422  0.787  0.472  0.073  1.765
  15.0000 0.7892526  3.7368  0.0309  4.2015  4.814  0.426  0.790  0.422  0.788  0.473  0.073  1.768
  15.0000 0.7941612  3.7355  0.0670  4.1627  4.727  0.440  0.798  0.425  0.793  0.477  0.074  1.781
  15.0000 0.7980425  3.7331  0.0971  4.1253  4.659  0.464  0.811  0.430  0.803  0.484  0.075  1.804
  15.0000 0.8009209  3.7300  0.1199  4.0915  4.611  0.494  0.827  0.437  0.815  0.494  0.076  1.835
  15.0000 0.8030787  3.7265  0.1374  4.0615  4.579  0.528  0.845  0.444  0.829  0.504  0.078  1.870
  15.0000 0.8046503  3.7229  0.1499  4.0351  4.560  0.564  0.863  0.453  0.844  0.515  0.079  1.908
  15.0000 0.8059293  3.7191  0.1604  4.0105  4.548  0.602  0.883  0.462  0.860  0.527  0.081  1.947
  15.0000 0.8069935  3.7154  0.1696  3.9868  4.540  0.641  0.902  0.471  0.876  0.538  0.082  1.987
  15.0000 0.8078883  3.7116  0.1782  3.9635  4.534  0.681  0.923  0.481  0.894  0.550  0.085  2.028
  15.0000 0.8086878  3.7079  0.1875  3.9397  4.526  0.723  0.942  0.490  0.911  0.562  0.087  2.069
  15.0000 0.8094395  3.7042  0.1988  3.9140  4.514  0.764  0.961  0.500  0.928  0.575  0.088  2.110
  15.0000 0.8101501  3.7005  0.2125  3.8862  4.496  0.806  0.980  0.509  0.945  0.587  0.090  2.150
  15.0000 0.8108637  3.6971  0.2309  3.8546  4.466  0.846  0.998  0.518  0.961  0.598  0.092  2.189
  15.0000 0.8115617  3.6940  0.2536  3.8197  4.425  0.883  1.016  0.527  0.976  0.608  0.093  2.226
  15.0000 0.8122604  3.6914  0.2820  3.7813  4.367  0.914  1.030  0.533  0.989  0.617  0.095  2.256
  15.0000 0.8129306  3.6893  0.3142  3.7409  4.298  0.940  1.042  0.539  0.999  0.625  0.096  2.281
  15.0000 0.8135651  3.6875  0.3489  3.6997  4.219  0.961  1.051  0.543  1.008  0.631  0.097  2.301
  15.0000 0.8141615  3.6862  0.3851  3.6584  4.135  0.977  1.059  0.546  1.014  0.635  0.097  2.316
  15.0000 0.8147203  3.6850  0.4220  3.6171  4.049  0.992  1.065  0.548  1.019  0.639  0.098  2.329
  15.0000 0.8152429  3.6840  0.4593  3.5760  3.960  1.005  1.071  0.550  1.023  0.643  0.099  2.341
  15.0000 0.8157340  3.6831  0.4969  3.5351  3.870  1.016  1.076  0.552  1.027  0.646  0.099  2.351
  15.0000 0.8161971  3.6822  0.5345  3.4941  3.781  1.028  1.081  0.554  1.031  0.650  0.100  2.362
  15.0000 0.8166377  3.6813  0.5722  3.4532  3.691  1.039  1.086  0.556  1.035  0.653  0.100  2.373
  15.0000 0.8170490  3.6804  0.6096  3.4121  3.602  1.051  1.092  0.558  1.040  0.657  0.101  2.385
  15.0000 0.8174372  3.6795  0.6473  3.3712  3.512  1.062  1.097  0.560  1.044  0.660  0.101  2.395
  15.0000 0.8177951  3.6784  0.6845  3.3299  3.425  1.075  1.103  0.563  1.049  0.664  0.102  2.409
  15.0000 0.8181311  3.6774  0.7217  3.2887  3.337  1.087  1.110  0.566  1.054  0.668  0.102  2.422
  15.0000 0.8184451  3.6763  0.7589  3.2474  3.250  1.100  1.116  0.569  1.059  0.672  0.103  2.435
  15.0000 0.8187360  3.6751  0.7957  3.2060  3.164  1.113  1.122  0.572  1.065  0.676  0.103  2.450
  15.0000 0.8190037  3.6738  0.8321  3.1646  3.080  1.128  1.129  0.575  1.071  0.681  0.104  2.466
  15.0000 0.8192549  3.6726  0.8688  3.1231  2.996  1.142  1.136  0.578  1.077  0.686  0.105  2.481
  15.0000 0.8194858  3.6712  0.9049  3.0816  2.913  1.157  1.144  0.581  1.084  0.691  0.106  2.498
  15.0000 0.8197002  3.6698  0.9407  3.0401  2.832  1.173  1.152  0.585  1.091  0.696  0.107  2.516
  15.0000 0.8198992  3.6684  0.9769  2.9986  2.749  1.188  1.160  0.588  1.098  0.701  0.108  2.533
  15.0000 0.8200782  3.6668  1.0120  2.9571  2.672  1.205  1.169  0.593  1.106  0.706  0.109  2.554
  15.0000 0.8202495  3.6653  1.0477  2.9155  2.592  1.219  1.177  0.596  1.114  0.712  0.110  2.572
  15.0000 0.8204073  3.6637  1.0829  2.8740  2.514  1.235  1.185  0.601  1.122  0.717  0.111  2.592
  15.0000 0.8205550  3.6621  1.1179  2.8325  2.437  1.251  1.193  0.605  1.131  0.723  0.111  2.613
  15.0000 0.8206924  3.6604  1.1530  2.7910  2.360  1.267  1.202  0.610  1.139  0.729  0.112  2.633
  15.0000 0.8208212  3.6588  1.1878  2.7495  2.284  1.283  1.211  0.614  1.148  0.734  0.113  2.654
  15.0000 0.8209413  3.6571  1.2225  2.7080  2.208  1.299  1.220  0.619  1.157  0.740  0.114  2.676
  15.0000 0.8210532  3.6553  1.2570  2.6666  2.134  1.315  1.229  0.624  1.166  0.746  0.116  2.699
  15.0000 0.8211586  3.6536  1.2917  2.6251  2.059  1.331  1.239  0.629  1.176  0.752  0.117  2.721
  15.0000 0.8212580  3.6517  1.3255  2.5838  1.988  1.348  1.249  0.635  1.186  0.758  0.118  2.746
  15.0000 0.8213553  3.6499  1.3595  2.5425  1.917  1.366  1.259  0.640  1.196  0.765  0.119  2.770
  15.0000 0.8214549  3.6480  1.3933  2.5012  1.846  1.383  1.269  0.646  1.207  0.771  0.121  2.795
  15.0000 0.8215790  3.6461  1.4272  2.4600  1.776  1.399  1.279  0.652  1.218  0.777  0.122  2.820
  15.0000 0.8218021  3.6478  1.4117  2.4821  1.801  1.385  1.270  0.646  1.208  0.772  0.121  2.799
  15.0000 0.8218820  3.6462  1.4393  2.4482  1.745  1.399  1.279  0.651  1.217  0.777  0.122  2.820
  15.0000 0.8219523  3.6443  1.4730  2.4070  1.675  1.415  1.289  0.657  1.229  0.784  0.123  2.845
  15.0000 0.8220185  3.6422  1.5057  2.3660  1.610  1.433  1.300  0.664  1.241  0.791  0.125  2.874
  15.0000 0.8220823  3.6402  1.5390  2.3249  1.542  1.451  1.311  0.670  1.253  0.798  0.126  2.901
  15.0000 0.8221423  3.6382  1.5720  2.2839  1.475  1.468  1.322  0.676  1.266  0.805  0.128  2.929
  15.0000 0.8221980  3.6362  1.6047  2.2429  1.410  1.486  1.333  0.682  1.279  0.812  0.129  2.958
  15.0000 0.8222499  3.6342  1.6380  2.2018  1.342  1.502  1.343  0.688  1.291  0.818  0.130  2.985
  15.0000 0.8222989  3.6321  1.6703  2.1610  1.277  1.520  1.353  0.695  1.304  0.825  0.132  3.014
  15.0000 0.8223456  3.6300  1.7032  2.1200  1.211  1.536  1.364  0.701  1.316  0.832  0.133  3.042
  15.0000 0.8223891  3.6279  1.7357  2.0792  1.146  1.552  1.374  0.707  1.329  0.839  0.134  3.069
  15.0000 0.8224298  3.6258  1.7680  2.0384  1.082  1.568  1.384  0.713  1.342  0.846  0.136  3.097
  15.0000 0.8224684  3.6237  1.8006  1.9975  1.016  1.583  1.394  0.719  1.354  0.852  0.138  3.123
  15.0000 0.8225039  3.6216  1.8328  1.9567  0.952  1.598  1.404  0.725  1.367  0.858  0.139  3.151
  15.0000 0.8225372  3.6195  1.8651  1.9159  0.887  1.613  1.414  0.732  1.381  0.865  0.141  3.179
  15.0000 0.8225686  3.6173  1.8971  1.8752  0.823  1.629  1.423  0.738  1.395  0.871  0.143  3.208
  15.0000 0.8225983  3.6151  1.9292  1.8345  0.758  1.644  1.433  0.745  1.409  0.877  0.144  3.238
  15.0000 0.8226260  3.6129  1.9610  1.7939  0.694  1.660  1.443  0.752  1.424  0.884  0.146  3.269
  15.0000 0.8226520  3.6107  1.9928  1.7533  0.630  1.676  1.453  0.759  1.439  0.891  0.148  3.300
  15.0000 0.8226766  3.6085  2.0244  1.7128  0.567  1.691  1.463  0.766  1.455  0.899  0.149  3.333
  15.0000 0.8226994  3.6063  2.0559  1.6723  0.505  1.707  1.473  0.773  1.471  0.907  0.151  3.366
  15.0000 0.8227210  3.6040  2.0874  1.6319  0.444  1.722  1.483  0.780  1.488  0.914  0.153  3.399
  15.0000 0.8227413  3.6017  2.1185  1.5916  0.385  1.738  1.493  0.788  1.505  0.921  0.155  3.433
  15.0000 0.8227602  3.5994  2.1494  1.5514  0.330  1.753  1.503  0.796  1.524  0.928  0.156  3.470
  15.0000 0.8227769  3.5970  2.1800  1.5114  0.278  1.769  1.513  0.804  1.544  0.936  0.158  3.508
  15.0000 0.8227935  3.5946  2.2105  1.4713  0.228  1.783  1.522  0.812  1.565  0.945  0.161  3.549
  15.0000 0.8228092  3.5923  2.2409  1.4314  0.180  1.798  1.532  0.821  1.587  0.953  0.164  3.592
  15.0000 0.8228237  3.5898  2.2708  1.3917  0.137  1.813  1.543  0.832  1.612  0.963  0.167  3.639
  15.0000 0.8228379  3.5874  2.3013  1.3517  0.095  1.826  1.552  0.842  1.639  0.973  0.169  3.688
  15.0000 0.8228508  3.5849  2.3305  1.3123  0.059  1.840  1.562  0.853  1.669  0.984  0.172  3.743
  15.0000 0.8228635  3.5825  2.3609  1.2724  0.022  1.853  1.571  0.864  1.700  0.994  0.176  3.801
  15.0000 0.8228753  3.5800  2.3906  1.2328 -0.009  1.866  1.580  0.876  1.734  1.004  0.179  3.864
  15.0000 0.8228839  3.5775  2.4195  1.1936 -0.034  1.878  1.589  0.889  1.773  1.016  0.183  3.934
  15.0000 0.8228948  3.5751  2.4500  1.1536 -0.062  1.887  1.596  0.900  1.810  1.027  0.186  4.001
  15.0000 0.8229045  3.5725  2.4786  1.1146 -0.076  1.894  1.603  0.913  1.851  1.038  0.190  4.074
  15.0000 0.8229142  3.5700  2.5086  1.0749 -0.096  1.900  1.608  0.925  1.891  1.047  0.193  4.143
  15.0000 0.8229231  3.5675  2.5375  1.0357 -0.105  1.905  1.613  0.938  1.935  1.058  0.197  4.221
  15.0000 0.8229316  3.5649  2.5664  0.9966 -0.113  1.907  1.618  0.952  1.981  1.068  0.201  4.301
  15.0000 0.8229397  3.5624  2.5956  0.9572 -0.122  1.908  1.621  0.965  2.028  1.077  0.205  4.379
  15.0000 0.8229471  3.5597  2.6235  0.9186 -0.121  1.903  1.623  0.980  2.080  1.087  0.209  4.466
  15.0000 0.8229540  3.5569  2.6505  0.8805 -0.111  1.895  1.622  0.997  2.138  1.096  0.214  4.562
  15.0000 0.8229606  3.5542  2.6779  0.8422 -0.097  1.880  1.622  1.016  2.200  1.105  0.219  4.663
  15.0000 0.8229670  3.5515  2.7054  0.8039 -0.081  1.857  1.617  1.035  2.267  1.114  0.224  4.771
  15.0000 0.8229728  3.5486  2.7313  0.7665 -0.054  1.826  1.612  1.056  2.336  1.123  0.230  4.879
  15.0000 0.8229788  3.5459  2.7591  0.7279 -0.023  1.769  1.601  1.086  2.427  1.132  0.237  5.019
  15.0000 0.8229842  3.5431  2.7856  0.6902  0.033  1.727  1.593  1.112  2.507  1.140  0.244  5.145
  15.0000 0.8229892  3.5402  2.8114  0.6529  0.097  1.676  1.583  1.142  2.596  1.148  0.251  5.282
  15.0000 0.8229943  3.5375  2.8385  0.6147  0.157  1.621  1.572  1.175  2.685  1.155  0.258  5.421
  15.0000 0.8229989  3.5346  2.8642  0.5774  0.230  1.560  1.561  1.211  2.782  1.163  0.266  5.572
  15.0000 0.8230032  3.5316  2.8885  0.5411  0.317  1.494  1.550  1.253  2.886  1.170  0.275  5.734
  15.0000 0.8230075  3.5287  2.9144  0.5037  0.397  1.431  1.540  1.296  2.987  1.178  0.283  5.893
  15.0000 0.8230116  3.5257  2.9392  0.4670  0.480  1.371  1.532  1.340  3.088  1.186  0.291  6.052
  15.0000 0.8230154  3.5227  2.9638  0.4305  0.562  1.316  1.526  1.385  3.186  1.193  0.301  6.211
  15.0000 0.8230190  3.5197  2.9881  0.3942  0.646  1.264  1.522  1.430  3.282  1.201  0.310  6.369
  15.0000 0.8230229  3.5170  3.0151  0.3561  0.708  1.222  1.520  1.471  3.366  1.208  0.318  6.512
  15.0000 0.8230260  3.5138  3.0372  0.3213  0.796  1.179  1.520  1.518  3.459  1.216  0.328  6.670
  15.0000 0.8230294  3.5109  3.0623  0.2847  0.864  1.143  1.521  1.560  3.540  1.223  0.336  6.811
  15.0000 0.8230325  3.5079  3.0865  0.2485  0.935  1.110  1.523  1.603  3.621  1.230  0.345  6.954
  15.0000 0.8230356  3.5050  3.1106  0.2128  1.003  1.081  1.526  1.645  3.699  1.237  0.354  7.092
  15.0000 0.8230382  3.5018  3.1322  0.1784  1.084  1.054  1.530  1.689  3.779  1.244  0.363  7.236
  15.0000 0.8230414  3.4996  3.1598  0.1421  1.107  1.035  1.532  1.718  3.832  1.249  0.369  7.333
  15.0000 0.8230450  3.4978  3.1916  0.1030  1.103  1.020  1.533  1.742  3.875  1.254  0.374  7.413
 
#  age(Gyr)=16.000
  16.0000 0.1608150  3.5021 -2.4479  5.0508 13.134  1.134  1.595  1.162  2.710  0.895  0.240  4.952
  16.0000 0.1684694  3.5030 -2.4105  5.0370 13.027  1.133  1.592  1.157  2.696  0.896  0.239  4.933
  16.0000 0.1763150  3.5040 -2.3734  5.0236 12.919  1.132  1.589  1.152  2.679  0.897  0.238  4.911
  16.0000 0.1844439  3.5051 -2.3368  5.0110 12.811  1.130  1.586  1.147  2.662  0.897  0.236  4.888
  16.0000 0.1928072  3.5063 -2.3005  4.9989 12.703  1.129  1.582  1.141  2.645  0.898  0.235  4.864
  16.0000 0.2014649  3.5076 -2.2644  4.9871 12.594  1.129  1.579  1.136  2.628  0.899  0.234  4.842
  16.0000 0.2103352  3.5091 -2.2289  4.9761 12.485  1.130  1.577  1.132  2.613  0.899  0.232  4.821
  16.0000 0.2204768  3.5102 -2.1922  4.9642 12.378  1.132  1.575  1.129  2.602  0.899  0.232  4.807
  16.0000 0.2293648  3.5120 -2.1585  4.9550 12.268  1.133  1.573  1.124  2.585  0.899  0.230  4.784
  16.0000 0.2406697  3.5131 -2.1218  4.9437 12.160  1.135  1.571  1.121  2.573  0.899  0.229  4.768
  16.0000 0.2515399  3.5149 -2.0882  4.9366 12.050  1.136  1.567  1.115  2.553  0.899  0.227  4.739
  16.0000 0.2623400  3.5163 -2.0524  4.9246 11.940  1.138  1.565  1.110  2.534  0.900  0.226  4.714
  16.0000 0.2742773  3.5180 -2.0177  4.9157 11.828  1.139  1.561  1.104  2.513  0.900  0.224  4.684
  16.0000 0.2849321  3.5200 -1.9857  4.9086 11.717  1.141  1.557  1.097  2.488  0.900  0.222  4.647
  16.0000 0.2957143  3.5222 -1.9542  4.9019 11.606  1.144  1.552  1.090  2.463  0.899  0.220  4.611
  16.0000 0.3091832  3.5240 -1.9203  4.8944 11.494  1.146  1.549  1.084  2.442  0.899  0.218  4.581
  16.0000 0.3182152  3.5259 -1.8868  4.8810 11.381  1.151  1.546  1.078  2.418  0.899  0.216  4.548
  16.0000 0.3287103  3.5279 -1.8543  4.8707 11.266  1.155  1.542  1.070  2.392  0.898  0.214  4.511
  16.0000 0.3388867  3.5301 -1.8232  4.8618 11.152  1.161  1.537  1.063  2.364  0.898  0.211  4.470
  16.0000 0.3489509  3.5324 -1.7922  4.8526 11.038  1.166  1.533  1.055  2.335  0.897  0.209  4.429
  16.0000 0.3586381  3.5347 -1.7618  4.8434 10.925  1.172  1.528  1.047  2.305  0.896  0.206  4.387
  16.0000 0.3677895  3.5372 -1.7323  4.8347 10.812  1.179  1.523  1.039  2.274  0.895  0.203  4.342
  16.0000 0.3768625  3.5397 -1.7028  4.8256 10.698  1.187  1.518  1.030  2.243  0.894  0.201  4.295
  16.0000 0.3855662  3.5422 -1.6740  4.8169 10.583  1.195  1.511  1.021  2.210  0.893  0.198  4.246
  16.0000 0.3941238  3.5448 -1.6456  4.8082 10.465  1.203  1.505  1.012  2.174  0.891  0.195  4.194
  16.0000 0.4024985  3.5473 -1.6173  4.7995 10.350  1.213  1.498  1.003  2.139  0.890  0.192  4.142
  16.0000 0.4106062  3.5500 -1.5896  4.7910 10.238  1.223  1.492  0.993  2.105  0.888  0.189  4.092
  16.0000 0.4185101  3.5527 -1.5621  4.7826 10.129  1.232  1.486  0.985  2.074  0.886  0.186  4.046
  16.0000 0.4263078  3.5554 -1.5350  4.7742 10.025  1.241  1.481  0.977  2.046  0.885  0.183  4.005
